Time,Current Risk Score,Sliding Window Risk Score,Current Risk Color,Sliding Window Risk Color
915,0.0,0.226,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
916,0.0,0.226,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
917,0.0,0.226,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
918,0.0,0.226,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
919,0.0,0.226,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
920,0.0,0.163,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
921,0.0,0.163,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
922,0.0,0.163,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
923,0.16000000000000003,0.163,"(0.3137254901960784, 0.6582083813917724, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
924,0.0,0.17366666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.34509803921568627, 0.673833141099577, 0.0, 1.0)"
925,0.5,0.17366666666666666,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.34509803921568627, 0.673833141099577, 0.0, 1.0)"
926,0.0,0.207,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.40784313725490196, 0.7050826605151864, 0.0, 1.0)"
927,0.18,0.192,"(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
928,0.0,0.222,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4392156862745098, 0.7207074202229912, 0.0, 1.0)"
929,0.0,0.222,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4392156862745098, 0.7207074202229912, 0.0, 1.0)"
930,0.0,0.222,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4392156862745098, 0.7207074202229912, 0.0, 1.0)"
931,0.0,0.222,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4392156862745098, 0.7207074202229912, 0.0, 1.0)"
932,0.5,0.17400000000000002,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.34509803921568627, 0.673833141099577, 0.0, 1.0)"
933,0.0,0.324,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6431372549019607, 0.8222683583237216, 0.0, 1.0)"
934,0.0,0.324,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6431372549019607, 0.8222683583237216, 0.0, 1.0)"
935,0.0,0.324,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6431372549019607, 0.8222683583237216, 0.0, 1.0)"
936,0.0,0.324,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6431372549019607, 0.8222683583237216, 0.0, 1.0)"
937,0.0,0.324,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6431372549019607, 0.8222683583237216, 0.0, 1.0)"
938,0.0,0.324,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6431372549019607, 0.8222683583237216, 0.0, 1.0)"
939,0.0,0.324,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6431372549019607, 0.8222683583237216, 0.0, 1.0)"
940,0.0,0.22399999999999998,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
941,0.24,0.22399999999999998,"(0.4784313725490196, 0.740238369857747, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
942,0.0,0.256,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
943,0.0,0.256,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
944,0.0,0.256,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
945,0.0,0.256,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
946,0.0,0.256,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
947,0.0,0.256,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
948,0.0,0.256,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
949,0.16000000000000003,0.256,"(0.3137254901960784, 0.6582083813917724, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
950,0.0,0.2986666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.596078431372549, 0.7988312187620146, 0.0, 1.0)"
951,0.0,0.2986666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.596078431372549, 0.7988312187620146, 0.0, 1.0)"
952,0.0,0.2986666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.596078431372549, 0.7988312187620146, 0.0, 1.0)"
953,0.0,0.2986666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.596078431372549, 0.7988312187620146, 0.0, 1.0)"
954,0.0,0.288,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5725490196078431, 0.7871126489811611, 0.0, 1.0)"
955,0.0,0.288,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5725490196078431, 0.7871126489811611, 0.0, 1.0)"
956,0.0,0.25466666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
957,0.0,0.25466666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5098039215686274, 0.7558631295655517, 0.0, 1.0)"
958,0.0,0.22466666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
959,0.13999999999999999,0.22466666666666668,"(0.27450980392156865, 0.6386774317570165, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
960,0.0,0.2386666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
961,0.0,0.2386666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
962,0.16000000000000003,0.2386666666666667,"(0.3137254901960784, 0.6582083813917724, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
963,0.0,0.12066666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)"
964,0.0,0.12066666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)"
965,0.0,0.12066666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)"
966,0.0,0.12066666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)"
967,0.0,0.12066666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)"
968,0.04000000000000001,0.12066666666666667,"(0.0784313725490196, 0.5410226835832372, 0.0, 1.0)","(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)"
969,0.0,0.12733333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.25098039215686274, 0.626958861976163, 0.0, 1.0)"
970,0.0,0.12733333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.25098039215686274, 0.626958861976163, 0.0, 1.0)"
971,0.0,0.12733333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.25098039215686274, 0.626958861976163, 0.0, 1.0)"
972,0.0,0.09533333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.18823529411764706, 0.5957093425605536, 0.0, 1.0)"
973,0.5,0.09533333333333334,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.18823529411764706, 0.5957093425605536, 0.0, 1.0)"
974,0.0,0.14533333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2901960784313725, 0.6464898116109189, 0.0, 1.0)"
975,0.0,0.14533333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2901960784313725, 0.6464898116109189, 0.0, 1.0)"
976,0.27,0.14533333333333334,"(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)","(0.2901960784313725, 0.6464898116109189, 0.0, 1.0)"
977,0.0,0.18133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
978,0.0,0.18133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
979,0.0,0.18133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
980,0.16000000000000003,0.1386666666666667,"(0.3137254901960784, 0.6582083813917724, 0.0, 1.0)","(0.27450980392156865, 0.6386774317570165, 0.0, 1.0)"
981,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
982,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
983,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
984,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
985,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
986,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
987,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
988,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
989,0.0,0.19200000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
990,0.27,0.17800000000000002,"(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)","(0.3529411764705882, 0.6777393310265283, 0.0, 1.0)"
991,0.0,0.25,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5019607843137255, 0.7519569396386006, 0.0, 1.0)"
992,0.0,0.25,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5019607843137255, 0.7519569396386006, 0.0, 1.0)"
993,0.0,0.21800000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
994,0.0,0.21800000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
995,0.0,0.21800000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
996,0.0,0.21800000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
997,0.0,0.21800000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
998,0.0,0.21800000000000003,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
999,0.0,0.21133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4235294117647059, 0.7128950403690888, 0.0, 1.0)"
1000,0.0,0.21133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4235294117647059, 0.7128950403690888, 0.0, 1.0)"
1001,0.0,0.21133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4235294117647059, 0.7128950403690888, 0.0, 1.0)"
1002,0.0,0.21133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4235294117647059, 0.7128950403690888, 0.0, 1.0)"
1003,0.18000000000000002,0.21133333333333335,"(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)","(0.4235294117647059, 0.7128950403690888, 0.0, 1.0)"
1004,0.0,0.22133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4392156862745098, 0.7207074202229912, 0.0, 1.0)"
1005,0.0,0.22133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4392156862745098, 0.7207074202229912, 0.0, 1.0)"
1006,0.0,0.22133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4392156862745098, 0.7207074202229912, 0.0, 1.0)"
1007,0.0,0.18533333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3686274509803922, 0.6855517108804305, 0.0, 1.0)"
1008,0.0,0.18533333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3686274509803922, 0.6855517108804305, 0.0, 1.0)"
1009,0.0,0.18533333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3686274509803922, 0.6855517108804305, 0.0, 1.0)"
1010,0.0,0.18533333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3686274509803922, 0.6855517108804305, 0.0, 1.0)"
1011,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1012,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1013,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1014,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1015,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1016,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1017,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1018,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1019,0.0,0.132,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1020,0.12,0.132,"(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)","(0.2588235294117647, 0.6308650519031141, 0.0, 1.0)"
1021,0.0,0.084,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.16470588235294117, 0.5839907727797001, 0.0, 1.0)"
1022,0.0,0.084,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.16470588235294117, 0.5839907727797001, 0.0, 1.0)"
1023,0.0,0.084,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.16470588235294117, 0.5839907727797001, 0.0, 1.0)"
1024,0.0,0.084,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.16470588235294117, 0.5839907727797001, 0.0, 1.0)"
1025,0.0,0.084,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.16470588235294117, 0.5839907727797001, 0.0, 1.0)"
1026,0.5,0.084,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.16470588235294117, 0.5839907727797001, 0.0, 1.0)"
1027,0.0,0.16733333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32941176470588235, 0.6660207612456748, 0.0, 1.0)"
1028,0.0,0.16733333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32941176470588235, 0.6660207612456748, 0.0, 1.0)"
1029,0.0,0.16733333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32941176470588235, 0.6660207612456748, 0.0, 1.0)"
1030,0.0,0.16733333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32941176470588235, 0.6660207612456748, 0.0, 1.0)"
1031,0.04000000000000001,0.16733333333333333,"(0.0784313725490196, 0.5410226835832372, 0.0, 1.0)","(0.32941176470588235, 0.6660207612456748, 0.0, 1.0)"
1032,0.27,0.16866666666666666,"(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
1033,0.0,0.24066666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
1034,0.0,0.1806666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
1035,0.0,0.1806666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
1036,0.0,0.1806666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
1037,0.0,0.1806666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
1038,0.0,0.1806666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
1039,0.0,0.1806666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
1040,0.21,0.1806666666666667,"(0.4156862745098039, 0.7089888504421376, 0.0, 1.0)","(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)"
1041,0.0,0.22266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
1042,0.0,0.22266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
1043,0.0,0.22266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
1044,0.0,0.22266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
1045,0.0,0.22266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
1046,0.09,0.22266666666666668,"(0.1803921568627451, 0.5918031526336025, 0.0, 1.0)","(0.44705882352941173, 0.7246136101499423, 0.0, 1.0)"
1047,0.0,0.2316666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4627450980392157, 0.7324259900038447, 0.0, 1.0)"
1048,0.0,0.2316666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4627450980392157, 0.7324259900038447, 0.0, 1.0)"
1049,0.24,0.2316666666666667,"(0.4784313725490196, 0.740238369857747, 0.0, 1.0)","(0.4627450980392157, 0.7324259900038447, 0.0, 1.0)"
1050,0.0,0.2956666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5882352941176471, 0.7949250288350634, 0.0, 1.0)"
1051,0.0,0.27166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
1052,0.0,0.27166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
1053,0.0,0.27166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
1054,0.0,0.27166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
1055,0.0,0.27166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
1056,0.0,0.27166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
1057,0.27,0.18833333333333335,"(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
1058,0.0,0.23333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4627450980392157, 0.7324259900038447, 0.0, 1.0)"
1059,0.0,0.23333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4627450980392157, 0.7324259900038447, 0.0, 1.0)"
1060,0.0,0.23333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4627450980392157, 0.7324259900038447, 0.0, 1.0)"
1061,0.0,0.23333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4627450980392157, 0.7324259900038447, 0.0, 1.0)"
1062,0.5,0.23199999999999998,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.4627450980392157, 0.7324259900038447, 0.0, 1.0)"
1063,0.0,0.2766666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5490196078431373, 0.7753940792003076, 0.0, 1.0)"
1064,0.0,0.2766666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5490196078431373, 0.7753940792003076, 0.0, 1.0)"
1065,0.0,0.2766666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5490196078431373, 0.7753940792003076, 0.0, 1.0)"
1066,0.0,0.2766666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5490196078431373, 0.7753940792003076, 0.0, 1.0)"
1067,0.0,0.2766666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5490196078431373, 0.7753940792003076, 0.0, 1.0)"
1068,0.0,0.2766666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5490196078431373, 0.7753940792003076, 0.0, 1.0)"
1069,0.0,0.2766666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5490196078431373, 0.7753940792003076, 0.0, 1.0)"
1070,0.0,0.2766666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5490196078431373, 0.7753940792003076, 0.0, 1.0)"
1071,0.0,0.23466666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
1072,0.0,0.23466666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
1073,0.0,0.23466666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
1074,0.0,0.23466666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
1075,0.5,0.23466666666666666,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
1076,0.0,0.4013333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.8, 0.9003921568627451, 0.0, 1.0)"
1077,0.0,0.3923333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.7843137254901961, 0.8925797770088427, 0.0, 1.0)"
1078,0.0,0.3923333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.7843137254901961, 0.8925797770088427, 0.0, 1.0)"
1079,0.0,0.3923333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.7843137254901961, 0.8925797770088427, 0.0, 1.0)"
1080,0.0,0.32833333333333337,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6588235294117647, 0.8300807381776241, 0.0, 1.0)"
1081,0.0,0.32833333333333337,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6588235294117647, 0.8300807381776241, 0.0, 1.0)"
1082,0.0,0.32833333333333337,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6588235294117647, 0.8300807381776241, 0.0, 1.0)"
1083,0.0,0.32833333333333337,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6588235294117647, 0.8300807381776241, 0.0, 1.0)"
1084,0.0,0.32833333333333337,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6588235294117647, 0.8300807381776241, 0.0, 1.0)"
1085,0.13999999999999999,0.32833333333333337,"(0.27450980392156865, 0.6386774317570165, 0.0, 1.0)","(0.6588235294117647, 0.8300807381776241, 0.0, 1.0)"
1086,0.0,0.3563333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.7137254901960784, 0.8574240676662822, 0.0, 1.0)"
1087,0.0,0.3563333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.7137254901960784, 0.8574240676662822, 0.0, 1.0)"
1088,0.0,0.31133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
1089,0.0,0.31133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
1090,0.0,0.31133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
1091,0.0,0.31133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
1092,0.0,0.31133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
1093,0.0,0.19466666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
1094,0.0,0.19466666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
1095,0.0,0.19466666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
1096,0.0,0.19466666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
1097,0.0,0.19466666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
1098,0.5,0.19466666666666665,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
1099,0.0,0.22799999999999998,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
1100,0.0,0.22799999999999998,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
1101,0.0,0.22799999999999998,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
1102,0.0,0.22799999999999998,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
1103,0.0,0.22799999999999998,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
